Text,Rätt Kategori,Modell_Kategori,Tid (s),Rätt,Model,Antal Artiklar,Korrekt Klassifikation,Accuracy,Precision,Recall,CPU,GPU,Genomsnitt tid för artiklar
"J-Lo and husband plan debut duet

Singers Jennifer Lopez and husband Marc Anthony, a Latin pop star, are to perform a du...",entertainment,Culture,0.32,False,,,,,,,,,
"Beastie Boys win sampling battle

US rappers Beastie Boys have won their long-running battle over the use of a sample in...",entertainment,Culture,0.32,False,,,,,,,,,
"Pupils to get anti-piracy lessons

Lessons on music piracy and copyright issues are to be taught to secondary school pup...",entertainment,Business,0.38,False,,,,,,,,,
"Spector facing more legal action

Music producer Phil Spector is facing legal action from the mother of the actress he h...",entertainment,Crime,0.34,False,,,,,,,,,
"Usher leads Billboard nominations

R&B singer Usher is leading the race for the Billboard awards with nominations in 13 ...",entertainment,Culture,0.31,False,,,,,,,,,
"Eminem secret gig venue revealed

Rapper Eminem is to play an intimate gig in London on Saturday, following a show on th...",entertainment,Culture,0.32,False,,,,,,,,,
"Beatles suits sell for $110,000

Four suits worn by the Beatles on their Please Please Me album cover have sold for $110...",entertainment,Business,0.37,False,,,,,,,,,
"OutKast win at MTV Europe Awards

US hip-hop duo OutKast have capped a year of award glory with three prizes at the MTV ...",entertainment,Culture,0.43,False,,,,,,,,,
"Oasis star fined for German brawl

Oasis singer Liam Gallagher has been fined 50,000 euros (£35,000) after a fight in a ...",entertainment,Entertainment,0.31,True,,,,,,,,,
"Disputed Nirvana box set on sale

A box set featuring 68 unreleased Nirvana tracks has gone on sale in the US, after yea...",entertainment,Music,0.31,False,,,,,,,,,
"Usher leads Soul Train shortlist

Chart-topping R&B star Usher is leading the field at this year's Soul Train Awards, wi...",entertainment,Culture,0.32,False,,,,,,,,,
"US charity anthem is re-released

We Are The World, the American charity anthem inspired by the success of Band Aid, has...",entertainment,Culture,0.29,False,,,,,,,,,
"Queen recruit singer for new tour

The remaining members of rock band Queen are to go on tour next year with former Free...",entertainment,Music,0.33,False,,,,,,,,,
"Band Aid 20 single storms to No 1

The new version of the Band Aid song Do They Know It's Christmas? has gone straight i...",entertainment,Culture,0.37,False,,,,,,,,,
"iTunes now selling Band Aid song

Ipod owners can now download the Band Aid single from iTunes after Apple reached agree...",entertainment,Business,0.31,False,,,,,,,,,
"Court halts Mark Morrison album

Premiership footballer and record company boss Kevin Campbell has gained a court injunc...",entertainment,Business,0.36,False,,,,,,,,,
"Prince crowned 'top music earner'

Prince earned more than any other pop star in 2004, beating artists such Madonna and ...",entertainment,Business,0.33,False,,,,,,,,,
"Early Elvis recordings go on sale

Some of Elvis Presley's earliest recordings - including takes of All Shook Up - are g...",entertainment,Business,0.32,False,,,,,,,,,
"Parker's saxophone heads auction

A saxophone belonging to legendary jazz musician Charlie Parker is expected to fetch u...",entertainment,Business,0.31,False,,,,,,,,,
"Comic Morris returns with sitcom

Comedian Chris Morris, who created controversial TV show Brass Eye, is to return to sc...",entertainment,Culture,0.31,False,,,,,,,,,
"TV station refuses adoption show

A TV station in the US has refused to show a controversial new series where adopted ch...",entertainment,Culture,0.33,False,,,,,,,,,
"A-listers flock to Gervais sitcom

Hollywood actors Samuel L Jackson and Ben Stiller have signed up for Ricky Gervais' n...",entertainment,Culture,0.37,False,,,,,,,,,
"Campaigners attack MTV 'sleaze'

MTV has been criticised for ""incessant sleaze"" by television indecency campaigners in t...",entertainment,Culture,0.36,False,,,,,,,,,
"US actor 'found with gun residue'

Actor Robert Blake had gunshot residue on his hands and clothes the night his wife wa...",entertainment,Crime,0.32,False,,,,,,,,,
"EastEnders 'is set for US remake'

Plans to create a US soap based on the BBC's EastEnders have reportedly been drawn up...",entertainment,Business,0.3,False,,,,,,,,,
"US 'to raise TV indecency fines'

US politicians are proposing a tough new law aimed at cracking down on indecency and b...",entertainment,Politics,0.32,False,,,,,,,,,
"Eurovision 'greats' to do battle

Stars of the Eurovision Song Contest from the show's 50-year history are to compete ag...",entertainment,Culture,0.31,False,,,,,,,,,
"UK TV channel rapped for CSI ad

TV channel Five has been criticised for sending ""offensive"" and ""threatening"" advertisi...",entertainment,Media,0.31,False,,,,,,,,,
"X Factor show gets second series

TV talent show The X Factor is to return for a second series after being recommissione...",entertainment,Business,0.3,False,,,,,,,,,
"Alicia Keys to open US Super Bowl

R&B star Alicia Keys is to open February's Super Bowl singing a song only previously ...",entertainment,Culture,0.32,False,,,,,,,,,
"'Comeback' show for Friends star

Friends actress Lisa Kudrow is to play the lead role in a new series about a one-time ...",entertainment,Culture,0.32,False,,,,,,,,,
"Hillbillies singer Scoggins dies

Country and Western musician Jerry Scoggins has died in Los Angeles at the age of 93, ...",entertainment,Culture,0.29,False,,,,,,,,,
"Branson show flops on US screens

Entrepreneur Sir Richard Branson's US TV show, The Rebel Billionaire, is proving a flo...",entertainment,Business,0.32,False,,,,,,,,,
"Housewives lift Channel 4 ratings

The debut of US television hit Desperate Housewives has helped lift Channel 4's Janua...",entertainment,Business,0.3,False,,,,,,,,,
"McCririck out of Big Brother show

Racing pundit John McCririck has become the latest contestant to be evicted from Cele...",entertainment,Entertainment,0.31,True,,,,,,,,,
"Chris Evans back on the market

Broadcaster Chris Evans has begun selling thousands of his possessions from a stall in C...",entertainment,Business,0.44,False,,,,,,,,,
"Top stars join US tsunami TV show

Brad Pitt, Robert De Niro and Hugh Grant have been added to the line-up for a two-hou...",entertainment,Charity,0.39,False,,,,,,,,,
"Star Trek fans fight to save show

Star Trek fans have taken out a full-page ad in the Los Angeles Times in an attempt t...",entertainment,Culture,0.33,False,,,,,,,,,
"Top of the Pops leaves BBC One

The BBC's flagship pop music programme Top of the Pops is to move from BBC One on Friday...",entertainment,Culture,0.37,False,,,,,,,,,
"Oscar host Rock to keep it clean

Oscar host Chris Rock said he will steer clear of bad language when he fronts the awar...",entertainment,Culture,0.32,False,,,,,,,,,
"Johnny and Denise lose Passport

Johnny Vaughan and Denise Van Outen's Saturday night entertainment show Passport to Par...",entertainment,Entertainment,0.29,True,,,,,,,,,
"Double eviction from Big Brother

Model Caprice and Holby City actor Jeremy Edwards have both left the Celebrity Big Bro...",entertainment,Entertainment,0.31,True,,,,,,,,,
"Celebrities get their skates on

Former England footballer Paul Gascoigne will join EastEnders' actress Scarlett Johnson...",entertainment,Entertainment,0.3,True,,,,,,,,,
"Holmes wins '2004 top TV moment'

Sprinter Kelly Holmes' Olympic victory has been named the top television moment of 200...",entertainment,Sport,0.31,False,,,,,,,,,
"Veteran comic Cyril Fletcher dies

Veteran comedian and broadcaster Cyril Fletcher has died aged 91 at his home in Guern...",entertainment,Culture,0.37,False,,,,,,,,,
"Little Britain vies for TV trophy

BBC hits Little Britain and Strictly Come Dancing are among numerous British shows no...",entertainment,Culture,0.37,False,,,,,,,,,
"Springer criticises Opera musical

Talk show host Jerry Springer, whose programme inspired the controversial opera shown...",entertainment,Culture,0.32,False,,,,,,,,,
"CSI shows give 'unrealistic view'

People have unrealistic expectations of forensic science thanks to the success of the...",entertainment,Culture,0.39,False,,,,,,,,,
"Ethnic producers 'face barriers'

Minority ethnic led (Mel) production companies face barriers in succeeding in the film...",entertainment,Business,0.31,False,,,,,,,,,
"US TV special for tsunami relief

A US television network will screen a celebrity TV special to benefit the tsunami reli...",entertainment,Business,0.31,False,,,,,,,,,
"Gervais writing Simpsons episode

The Office's Ricky Gervais is writing an episode of hit US cartoon The Simpsons, follo...",entertainment,Culture,0.32,False,,,,,,,,,
"John Peel replacement show begins

The permanent replacement for late DJ John Peel's BBC Radio 1 show goes on air on Tue...",entertainment,Culture,0.38,False,,,,,,,,,
"Brookside actress Keaveney dies

Actress Anna Keaveney, who appeared in Brookside, My Family and A Touch of Frost, has d...",entertainment,Culture,0.3,False,,,,,,,,,
"&#163;1.8m indecency fine for Viacom

Media giant Viacom has paid out $3.5m (£1.8m) to end investigations into indecency...",entertainment,Business,0.32,False,,,,,,,,,
"Celebrities get to stay in jungle

All four contestants still remain in I'm A Celebrity ... Get Me Out Of Here as no evi...",entertainment,Entertainment,0.3,True,,,,,,,,,
"Triple triumph for Little Britain

Top TV cult hit Little Britain has triumphed over The Office at the 15th annual Briti...",entertainment,Culture,0.42,False,,,,,,,,,
"BBC 'should allow more scrutiny'

MPs have urged the BBC to give watchdogs more freedom to scrutinise how £2bn in licenc...",entertainment,Business,0.37,False,,,,,,,,,
"Greer attacks 'bully' Big Brother

Germaine Greer has criticised Celebrity Big Brother's ""bullying"" of housemates after ...",entertainment,Entertainment,0.4,True,,,,,,,,,
"No charges against TV's Cosby

US comedian Bill Cosby will not face charges stemming from an allegation of sexual miscon...",entertainment,Law,0.32,False,,,,,,,,,
"Wife Swap makers sue US 'copycat'

The British producers of US Wife Swap are taking legal action against a show they cla...",entertainment,Business,0.31,False,,,,,,,,,
"Show over for MTV's The Osbournes

Rock star Ozzy Osbourne has said his family will not make any more episodes of realit...",entertainment,Business,0.33,False,,,,,,,,,
"Jungle TV show ratings drop by 4m

The finale of ITV1's I'm a Celebrity... Get Me Out of Here drew an average of 10.9m v...",entertainment,Entertainment,0.36,True,,,,,,,,,
"Duran Duran show set for US TV

Chart stars Duran Duran are to appear in a VH1 special in the US including interviews an...",entertainment,Culture,0.31,False,,,,,,,,,
"US show sued for rat-eating stunt

A US TV network is being sued for $2.5m (£1.3m) by a viewer who says he was disgusted...",entertainment,Entertainment,0.3,True,,,,,,,,,
"Muslim group attacks TV drama 24

A British Muslim group has criticised the new series of US drama 24, which is about to...",entertainment,Culture,0.31,False,,,,,,,,,
"Brookside creator's Channel 4 bid

The creator of defunct TV soap Brookside has written to the culture minister to offer...",entertainment,Business,0.29,False,,,,,,,,,
"Little Britain two top comic list

Little Britain stars Matt Lucas and David Walliams have been named the most powerful ...",entertainment,Culture,0.32,False,,,,,,,,,
"TV show unites Angolan families

Angolan families who are attempting to track each other down, after being separated by ...",entertainment,Humanitarian Aid,0.45,False,,,,,,,,,
"Volcano drama erupts on BBC One

Supervolcano, a docu-drama about a volcanic eruption in Yellowstone National Park in th...",entertainment,Culture,0.39,False,,,,,,,,,
"South Bank Awards honour hit soap

Coronation Street has become the first soap to triumph at the South Bank Show Awards,...",entertainment,Culture,0.32,False,,,,,,,,,
"Housewives lift Channel 4 ratings

The debut of US television hit Desperate Housewives has helped lift Channel 4's Janua...",entertainment,Business,0.31,False,,,,,,,,,
"Baywatch dubbed 'worst TV import'

Surf show Baywatch has won the title of worst TV import of all time in a poll of UK t...",entertainment,Culture,0.34,False,,,,,,,,,
